Código del producto,Código del fabricante,Descripción del producto,Column1,Stock,
,20 CN 004,Mini placa 2.0 cóndilar en titanio de 4 orificios,Stock,0,
,21 CN 005,Mini placa 2.0 cóndilar en titanio de 5 orificios,Stock,0,
,20 CN 009,Mini placa 2.0 cóndilar en titanio de 9 orificios,Stock,0,
,242.50CD05,Mini placa 2.0 de órbita bloqueada en titanio de 5 orificios,Stock,0,
,242.50CD09,Mini placa 2.0 de órbita bloqueada en titanio de 9 orificios,Stock,0,
,,Mini placa 2.0 tipo L bloqueada en titanio,Stock,0,
,242.50LR04,Mini placa 2.0 tipo L 90° bloqueada en titanio de 4 orificios der. ,Stock,171,
,242.50LL04,Mini placa 2.0 tipo L 90° bloqueada en titanio de 4 orificios izq.,Stock,229,
,242.52LR04,Mini placa 2.0 tipo L 110° bloqueada en titanio de 4 orificios der.,Stock,50,
,242.52LL04,Mini placa 2.0 tipo L 110° bloqueada en titanio de 4 orificios izq.,Stock,0,
,,Mini placa 2.0 tipo L bloqueada con puente en titanio,Stock,0,
,242.51LR04,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 4 orificios der.,Stock,0,
,242.51LL04,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 4 orificios izq.,Stock,0,
,242.54LR04,Mini placa 2.0 tipo L 110° bloqueada con puente en titanio de 4 orificios der.,Stock,0,
,242.54LL04,Mini placa 2.0 tipo L 110° bloqueada con puente en titanio de 4 orificios izq.,Stock,0,
,242.51LR05,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 5 orificios der.,Stock,0,
,242.51LL05,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 5 orificios izq.,Stock,0,
,242.51LR06,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 6 orificios,Stock,0,
,242.51LL06,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 6 orificios izq.,Stock,0,
,242.51LR07,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 7 orificios der.,Stock,0,
,242.51LL04,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 7 orificios izq.,Stock,0,
,242.51LR09,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 9 orificios der.,Stock,0,
,242.51LL09,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 9 orificios izq.,Stock,0,
,,Mini placa 2.0 tipo Z bloqueada en titanio,Stock,0,
,242.50ZR04,Mini placa 2.0 tipo Z bloqueada en titanio de 4 orificios der.,Stock,0,
,242.50ZL04,Mini placa 2.0 tipo Z bloqueada en titanio de 4 orificios izq.,Stock,0,
,,Mini placa 2.0 tipo Y bloqueada en titanio,Stock,4,
,242.50YP05,Mini placa 2.0 tipo Y bloqueada en titanio de 5 orificios,Stock,19,
,242.50YP07,Mini placa 2.0 tipo Y bloqueada en titanio de 7 orificios,Stock,39,
,,Mini placa 2.0 tipo doble Y bloqueada en titanio,Stock,1,
,,Mini placa 2.0 tipo doble Y con puente largo bloqueada en titanio,Stock,2,
,242.50XP04,Mini placa 2.0 tipo X bloqueada en titanio de 4 orificios,Stock,3,
,242.50IP04,Mini placa 2.0 tipo I bloqueada en titanio de 4 orificios ,Stock,2,
,242.50SQ04,Mini placa 2.0 cuadrada bloqueada en titanio de 4 orificios ,Stock,5,
,242.20QD12,Mini placa 2.0 tipo Matrix en titanio de 12 orificios ,Stock,2,
,,Tornillo autorroscante en titanio 2.0,Stock,0,
,241.012003,Tornillo autorroscante en titanio 2.0x3mm,Stock,0,
,241.012004,Tornillo autorroscante en titanio 2.0x4mm,Stock,18,
,241.012005,Tornillo autorroscante en titanio 2.0x5mm,Stock,0,
,241.012006,Tornillo autorroscante en titanio 2.0x6mm,Stock,0,
,241.012007,Tornillo autorroscante en titanio 2.0x7mm,Stock,18,
,241.012008,Tornillo autorroscante en titanio 2.0x8mm,Stock,39,
,241.012009,Tornillo autorroscante en titanio 2.0x9mm,Stock,61,
,241.012010,Tornillo autorroscante en titanio 2.0x10mm,Stock,69,
,241.012011,Tornillo autorroscante en titanio 2.0x11mm,Stock,6,
,241.012012,Tornillo autorroscante en titanio 2.0x12mm,Stock,4,
,241.012013,Tornillo autorroscante en titanio 2.0x13mm,Stock,3,
,241.012014,Tornillo autorroscante en titanio 2.0x14mm,Stock,6,
,241.012015,Tornillo autorroscante en titanio 2.0x15mm,Stock,3,
,241.012016,Tornillo autorroscante en titanio 2.0x16mm,Stock,6,
,241.012017,Tornillo autorroscante en titanio 2.0x17mm,Stock,8,
,241.012018,Tornillo autorroscante en titanio 2.0x18mm,Stock,2,
,241.012019,Tornillo autorroscante en titanio 2.0x19mm,Stock,0,
,241.012020,Tornillo autorroscante en titanio 2.0x20mm,Stock,0,
,,Tornillo de emergencia en titanio 2.3,Stock,0,
,241.012303,Tornillo de emergencia en titanio 2.3x3mm,Stock,0,
,241.012304,Tornillo de emergencia en titanio 2.3x4mm,Stock,4,
,241.012305,Tornillo de emergencia en titanio 2.3x5mm,Stock,0,
,241.012306,Tornillo de emergencia en titanio 2.3x6mm,Stock,0,
,241.012307,Tornillo de emergencia en titanio 2.3x7mm,Stock,0,
,241.012308,Tornillo de emergencia en titanio 2.3x8mm,Stock,7,
,241.012309,Tornillo de emergencia en titanio 2.3x9mm,Stock,4,
,241.012310,Tornillo de emergencia en titanio 2.3x10mm,Stock,0,
,241.012311,Tornillo de emergencia en titanio 2.3x11mm,Stock,0,
,241.012312,Tornillo de emergencia en titanio 2.3x12mm,Stock,3,
,241.012313,Tornillo de emergencia en titanio 2.3x13mm,Stock,3,
,241.012314,Tornillo de emergencia en titanio 2.3x14mm,Stock,51,
,241.012315,Tornillo de emergencia en titanio 2.3x15mm,Stock,3,
,241.012316,Tornillo de emergencia en titanio 2.3x16mm,Stock,3,
,241.012317,Tornillo de emergencia en titanio 2.3x17mm,Stock,3,
,241.012318,Tornillo de emergencia en titanio 2.3x18mm,Stock,2,
,241.012319,Tornillo de emergencia en titanio 2.3x19mm,Stock,2,
,241.012320,Tornillo de emergencia en titanio 2.3x20mm,Stock,0,
,,Tornillo autoperforante en titanio 2.0,Stock,20,
,241.022004,Tornillo autoperforante en titanio 2.0x4mm,Stock,30,
,241.022005,Tornillo autoperforante en titanio 2.0x5mm,Stock,0,
,241.022006,Tornillo autoperforante en titanio 2.0x6mm,Stock,10,
,241.022007,Tornillo autoperforante en titanio 2.0x7mm,Stock,0,
,241.022008,Tornillo autoperforante en titanio 2.0x8mm,Stock,2,
,241.022009,Tornillo autoperforante en titanio 2.0x9mm,Stock,2,
,241.022010,Tornillo autoperforante en titanio 2.0x10mm,Stock,0,
,241.022011,Tornillo autoperforante en titanio 2.0x11mm,Stock,6,
,241.022012,Tornillo autoperforante en titanio 2.0x12mm,Stock,10,
,,Tornillo bloqueado en titanio 2.0,Stock,16,
,241.032003,Tornillo bloqueado en titanio 2.0x3mm,Stock,0,
,241.032004,Tornillo bloqueado en titanio 2.0x4mm,Stock,0,
,241.032005,Tornillo bloqueado en titanio 2.0x5mm,Stock,0,
,241.032006,Tornillo bloqueado en titanio 2.0x6mm,Stock,0,
,241.032007,Tornillo bloqueado en titanio 2.0x7mm,Stock,0,
,241.032008,Tornillo bloqueado en titanio 2.0x8mm,Stock,0,
,241.032009,Tornillo bloqueado en titanio 2.0x9mm,Stock,0,
,241.032010,Tornillo bloqueado en titanio 2.0x10mm,Stock,0,
,241.032011,Tornillo bloqueado en titanio 2.0x11mm,Stock,0,
,241.032012,Tornillo bloqueado en titanio 2.0x12mm,Stock,0,
,241.032013,Tornillo bloqueado en titanio 2.0x13mm,Stock,0,
,241.032014,Tornillo bloqueado en titanio 2.0x14mm,Stock,0,
,241.032015,Tornillo bloqueado en titanio 2.0x15mm,Stock,0,
,241.032016,Tornillo bloqueado en titanio 2.0x16mm,Stock,0,
,241.032017,Tornillo bloqueado en titanio 2.0x17mm,Stock,0,
,241.032018,Tornillo bloqueado en titanio 2.0x18mm,Stock,0,
,241.032019,Tornillo bloqueado en titanio 2.0x19mm,Stock,0,
,241.032020,Tornillo bloqueado en titanio 2.0x20mm,Stock,0,
,,Tornillo de IMF en titanio 2.0,Stock,0,
,20-AH-008,Tornillo de IMF en titanio 2.0x8mm,Stock,0,
,20-AH-009,Tornillo de IMF en titanio 2.0x9mm,Stock,0,
,20-AH-010,Tornillo de IMF en titanio 2.0x10mm,Stock,0,
,20-AH-011,Tornillo de IMF en titanio 2.0x11mm,Stock,0,
,20-AH-012,Tornillo de IMF en titanio 2.0x12mm,Stock,0,
,,Tornillo de IMF en titanio 1.95,Stock,17,
,20-BH-008,Tornillo de IMF en titanio 1.95x8mm,Stock,385,
,20-BH-010,Tornillo de IMF en titanio 1.95x10mm,Stock,30,
,20-BH-012,Tornillo de IMF en titanio 1.95x12mm,Stock,33,
,20-BH-014,Tornillo de IMF en titanio 2.0x16mm,Stock,0,
,20-BH-016,Tornillo de IMF en titanio 2.0x17mm,Stock,0,
,,Placa de Reconstrucción 2.4 recta Bloqueada en titanio,Stock,0,
,242.61ST04,Placa de reconstrucción 2.4 recta bloqueada en titanio de 4 orificios ,Stock,0,
,242.61ST06,Placa de reconstrucción 2.4 recta bloqueada en titanio de 6 orificios,Stock,0,
,242.60RS08,Placa de reconstrucción 2.4 recta bloqueada en titanio de 8 orificios,Stock,0,
,242.60RS10,Placa de reconstrucción 2.4 recta bloqueada en titanio de 10 orificios,Stock,0,
,242.60RS15,Placa de reconstrucción 2.4 recta bloqueada en titanio de 15 orificios,Stock,0,
,242.60RS20,Placa de reconstrucción 2.4 recta bloqueada en titanio de 20 orificios,Stock,0,
,242.60RS21,Placa de reconstrucción 2.4 recta bloqueada en titanio de 21 orificios,Stock,0,
,242.60RS25,Placa de reconstrucción 2.4 recta bloqueada en titanio de 25 orificios,Stock,0,
,242.63ST04,Placa de reconstrucción 2.4 recta bloqueada con puente en titanio de 4 orificios ,Stock,0,
,242.60AE06,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 6 orificios,Stock,0,
,242.60AEL06,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 6 orificios izq.,Stock,0,
,242.60AEL08,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 8 orificios izq.,Stock,320,
,,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 14 orificios,Stock,0,
,242.60RR14,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 14 orificios der.,Stock,840,
,242.60RL14,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 14 orificios izq.,Stock,0,
,,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 19 orificios,Stock,0,
,242.60RR19,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 19 orificios der.,Stock,0,
,242.60RL19,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 19 orificios izq.,Stock,0,
,242.66AE04,Placa de reconstrucción 2.4 de ángulo bloqueada con puente en titanio de 4 orificios,Stock,0,
,242.60AE06,Placa de reconstrucción 2.4 de ángulo bloqueada con puente en titanio de 6 orificios,Stock,5,
,242.60RR29,Placa de reconstrucción 2.4 de ángulo bloqueada en titanio de 29 orificios der.,Stock,7,
,242.60RM23,Placa de reconstrucción 2.4 de ángulo bilateral en titanio de 23 orificios,Stock,15,
,248.60AC01,Protesis de condilo mandibular,Stock,0,
,,Tornillo en titanio 2.4,Stock,5,
,241.012403,Tornillo en titanio 2.4x3mm,Stock,0,
,241.012404,Tornillo en titanio 2.4x4mm,Stock,15,
,241.012405,Tornillo en titanio 2.4x5mm,Stock,0,
,241.012406,Tornillo en titanio 2.4x6mm,Stock,4,
,241.012407,Tornillo en titanio 2.4x7mm,Stock,0,
,241.012408,Tornillo en titanio 2.4x8mm,Stock,0,
,241.012409,Tornillo en titanio 2.4x9mm,Stock,0,
,241.012410,Tornillo en titanio 2.4x10mm,Stock,0,
,241.012411,Tornillo en titanio 2.4x11mm,Stock,0,
,241.012412,Tornillo en titanio 2.4x12mm,Stock,0,
,241.012413,Tornillo en titanio 2.4x13mm,Stock,0,
,241.012414,Tornillo en titanio 2.4x14mm,Stock,0,
,241.012415,Tornillo en titanio 2.4x15mm,Stock,0,
,241.012416,Tornillo en titanio 2.4x16mm,Stock,0,
,241.012417,Tornillo en titanio 2.4x17mm,Stock,0,
,241.012418,Tornillo en titanio 2.4x18mm,Stock,0,
,241.012419,Tornillo en titanio 2.4x19mm,Stock,0,
,241.012420,Tornillo en titanio 2.4x20mm,Stock,0,
,,Tornillo de emergencia en titanio 2.7,Stock,0,
,241.012703,Tornillo de emergencia en titanio 2.7x3mm,Stock,0,
,241.012704,Tornillo de emergencia en titanio 2.7x4mm,Stock,325,
,241.012705,Tornillo de emergencia en titanio 2.7x5mm,Stock,0,
,241.012706,Tornillo de emergencia en titanio 2.7x6mm,Stock,0,
,241.012707,Tornillo de emergencia en titanio 2.7x7mm,Stock,0,
,241.012708,Tornillo de emergencia en titanio 2.7x8mm,Stock,0,
,241.012709,Tornillo de emergencia en titanio 2.7x9mm,Stock,0,
,241.012710,Tornillo de emergencia en titanio 2.7x10mm,Stock,24,
,241.012711,Tornillo de emergencia en titanio 2.7x11mm,Stock,#REF!,
,241.012712,Tornillo de emergencia en titanio 2.7x12mm,Stock,#REF!,
,241.012713,Tornillo de emergencia en titanio 2.7x13mm,Stock,0,
,241.012714,Tornillo de emergencia en titanio 2.7x14mm,Stock,#REF!,
,241.012715,Tornillo de emergencia en titanio 2.7x15mm,Stock,7,
,241.012716,Tornillo de emergencia en titanio 2.7x16mm,Stock,1,
,241.012717,Tornillo de emergencia en titanio 2.7x17mm,Stock,0,
,241.012718,Tornillo de emergencia en titanio 2.7x18mm,Stock,0,
,241.012719,Tornillo de emergencia en titanio 2.7x19mm,Stock,#REF!,
,241.012720,Tornillo de emergencia en titanio 2.7x20mm,Stock,#REF!,
,,Tornillo bloqueado en titanio 2.4,Stock,0,
,241.032403,Tornillo bloqueado en titanio 2.4x3mm,Stock,5,
,241.032404,Tornillo bloqueado en titanio 2.4x4mm,Stock,5,
,241.032405,Tornillo bloqueado en titanio 2.4x5mm,Stock,0,
,241.032406,Tornillo bloqueado en titanio 2.4x6mm,Stock,5,
,241.032407,Tornillo bloqueado en titanio 2.4x7mm,Stock,5,
,241.032408,Tornillo bloqueado en titanio 2.4x8mm,Stock,10,
,241.032409,Tornillo bloqueado en titanio 2.4x9mm,Stock,20,
,241.032410,Tornillo bloqueado en titanio 2.4x10mm,Stock,1,
,241.032411,Tornillo bloqueado en titanio 2.4x11mm,Stock,5,
,241.032412,Tornillo bloqueado en titanio 2.4x12mm,Stock,6,
,241.032413,Tornillo bloqueado en titanio 2.4x13mm,Stock,0,
,241.032414,Tornillo bloqueado en titanio 2.4x14mm,Stock,0,
,241.032415,Tornillo bloqueado en titanio 2.4x15mm,Stock,0,
,241.032416,Tornillo bloqueado en titanio 2.4x16mm,Stock,0,
,241.032417,Tornillo bloqueado en titanio 2.4x17mm,Stock,28,
,241.032418,Tornillo bloqueado en titanio 2.4x18mm,Stock,0,
,241.032419,Tornillo bloqueado en titanio 2.4x19mm,Stock,261,
,241.032420,Tornillo bloqueado en titanio 2.4x20mm,Stock,405,
,,Ortognática,Stock,93,
,242.30CH04.B2,Mini placa 2.0 para avance de menton en titanio de 2mm,Stock,165,
,242.30CH04.B3,Mini placa 2.0 para avance de menton en titanio de 3mm,Stock,128,
,242.30CH04.B4,Mini placa 2.0 para avance de menton en titanio de 4mm,Stock,0,
,242.30CH04.B5,Mini placa 2.0 para avance de menton en titanio de 5mm,Stock,0,
,242.30CH04.B6,Mini placa 2.0 para avance de menton en titanio de 6mm,Stock,0,
,242.30CH04.B7,Mini placa 2.0 para avance de menton en titanio de 7mm,Stock,0,
,242.30CH04.B8,Mini placa 2.0 para avance de menton en titanio de 8mm,Stock,0,
,242.51ST04,Mini placa 2.0 recta en titanio de 4 orificios perfil de 0.8mm ,Stock,0,
,242.50ST06,Mini placa 2.0 recta en titanio de 6 orficios perfil de 0.8mm,Stock,0,
,242.50ST08,Mini placa 2.0 recta en titanio de 8 orficios perfil de 0.8mm,Stock,4,
,242.50ST10,Mini placa 2.0 recta en titanio de 10 orficios perfil de 0.8mm,Stock,0,
,242.50ST20,Mini placa 2.0 recta en titanio de 20 orficios perfil de 0.8mm,Stock,0,
,242.52ST04,Mini placa 2.0 recta con puente en titanio de 4 orificios perfil de 0.8mm ,Stock,0,
,,Mini placa 2.0 tipo L 90° bloqueada en titanio,Stock,0,
,242.53LR04,Mini placa 2.0 tipo L 90° bloqueada en titanio de 4 orificios der.,Stock,27,
,242.53LL04,Mini placa 2.0 tipo L 90° bloqueada en titanio de 4 orificios izq.,Stock,0,
,242.54LR04,Mini placa 2.0 tipo L 110° bloqueada en titanio de 4 orificios der.,Stock,60,
,242.54LL04,Mini placa 2.0 tipo L 110° bloqueada en titanio de 4 orificios izq.,Stock,130,
,,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio,Stock,170,
,242.51LR04,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 4 orificios der.,Stock,0,
,242.51LL04,Mini placa 2.0 tipo L 90° bloqueada con puente en titanio de 4 orificios izq.,Stock,0,
,242.52LR04,Mini placa 2.0 tipo L 110° bloqueada con puente en titanio de 4 orificios der.,Stock,0,
,242.52LL04,Mini placa 2.0 tipo L 110° bloqueada con puente en titanio de 4 orificios izq.,Stock,0,
,242.50AJ10.02,Mini placa 2.0 para avance de mandibula en titanio de 10mm ,Stock,0,
,242.50AJ12.02,Mini placa 2.0 para avance de mandibula en titanio de 12mm ,Stock,0,
,242.50AJ14.02,Mini placa 2.0 para avance de mandibula en titanio de 14mm ,Stock,0,
,242.50AJ16.02,Mini placa 2.0 para avance de mandibula en titanio de 16mm ,Stock,0,
,,Mini placa 2.0 tipo L para avance maxilar en titanio,Stock,0,
,242.52LR04.B1,Mini placa 2.0 tipo L para avance maxilar en titanio de 1mm der.,Stock,0,
,242.52LL04.B1,Mini placa 2.0 tipo L para avance maxilar en titanio de 1mm izq.,Stock,0,
,242.52LR04.B2,Mini placa 2.0 tipo L para avance maxilar en titanio de 2mm der.,Stock,0,
,242.52LL04.B2,Mini placa 2.0 tipo L para avance maxilar en titanio de 2mm izq,Stock,0,
,242.52LR04.B3,Mini placa 2.0 tipo L para avance maxilar en titanio de 3mm der.,Stock,0,
,242.52LL04.B3,Mini placa 2.0 tipo L para avance maxilar en titanio de 3mm izq.,Stock,0,
,242.52LR04.B4,Mini placa 2.0 tipo L para avance maxilar en titanio de 4mm der.,Stock,135,
,242.52LL04.B4,Mini placa 2.0 tipo L para avance maxilar en titanio de 4mm izq.,Stock,191,
,242.52LR04.B5,Mini placa 2.0 tipo L para avance maxilar en titanio de 5mm der.,Stock,0,
,242.52LL04.B5,Mini placa 2.0 tipo L para avance maxilar en titanio de 5mm izq.,Stock,385,
,242.52LR04.B6,Mini placa 2.0 tipo L para avance maxilar en titanio de 6mm der.,Stock,100,
,242.52LL04.B6,Mini placa 2.0 tipo L para avance maxilar en titanio de 6mm izq.,Stock,75,
,242.52LR04.B7,Mini placa 2.0 tipo L para avance maxilar en titanio de 7mm der.,Stock,0,
,242.52LL04.B7,Mini placa 2.0 tipo L para avance maxilar en titanio de 7mm izq.,Stock,5,
,242.52LR04.B8,Mini placa 2.0 tipo L para avance maxilar en titanio de 8mm der.,Stock,0,
,242.52LL04.B8,Mini placa 2.0 tipo L para avance maxilar en titanio de 8mm izq.,Stock,0,
,,Neurocirugía,Stock,0,
,N16-ST-002,Placa recta en titanio de 2 orificios,Stock,0,
,N16-ST-004,Placa recta en titanio de 4 orificios,Stock,0,
,N16-ST-006,Placa recta en titanio de 6 orificios,Stock,0,
,N16-ST-102,Placa recta con puente en titanio de 2 orificios,Stock,0,
,N16-ST-104,Placa recta con puente en titanio de 4 orificios,Stock,0,
,N16-DY-006,Placa tipo doble Y en titanio de 6 orificios,Stock,0,
,N16-SQ-004,Placa cuadrada en titanio de 4 orificios,Stock,0,
,N16-GP-010F,Placa para cráneo en titanio Mid GAP,Stock,0,
,N16-GP-020F,Placa para cráneo en titanio Mid GAP,Stock,0,
,N16-GP-030F,Placa para cráneo en titanio Mid GAP,Stock,0,
,N16-BR-010S,Placa para cráneo en titanio Mid Burr,Stock,0,
,N16-BR-011S,Placa para cráneo con derivacion en titanio Mid Burr,Stock,0,
,N16-BR-020S,Placa para cráneo con derivacion en titanio Mid Burr,Stock,0,
,N16-BR-021S,Placa para cráneo con derivacion en titanio Mid Burr,Stock,0,
,N16-MM-010S,,Stock,0,
,N16-TM-010S,,Stock,0,
,N16-MM-010F,,Stock,0,
,N16-TM-010F,,Stock,0,
,12-CV-001,,Stock,0,
,12-CV-004,,Stock,0,
,20-ME-001,,Stock,0,
,20-ME-002,,Stock,0,
,NL-ST-002,Placa recta en titanio de 2 orificios ,Stock,0,
,NL-ST-004,Placa recta en titanio de 4 orificios ,Stock,0,
,NL-ST-006,Placa recta en titanio de 6 orificios,Stock,0,
,NL-ST-102,Placa recta con puente en titanio de 2 orificios,Stock,0,
,NL-ST-104,Placa recta con puente en titanio de 4 orificios,Stock,0,
,NL-DY-006,Placa tipo doble Y en titanio de 6 orificios,Stock,0,
,NL-DY-106,Placa tipo doble Y con puente en titanio de 6 orificios,Stock,0,
,NL-SQ-004,Placa cuadrada en titanio,Stock,0,
,NL-SQ-104,Placa cuadrada grande en titanio,Stock,0,
,NL-BR-030,Placa para cráneo pequeña,Stock,0,
,NL-BR-031,Placa para cráneo pequeña con derivación,Stock,0,
,NL-BR-040,Placa para cráneo larga,Stock,0,
,NL-BR-041,Placa para cráneo larga con derivación,Stock,0,
,NL-GP-020,Placa para cráneo de bajo perfil tipo GAP,Stock,0,
,,Malla craneal 3D,Stock,0,
,NS-3MD-090-06,Malla craneal 3D 0.6T 90x90D,Stock,0,
,NS-3MD-100-06,Malla craneal 3D 0.6T 100x100D,Stock,0,
,NS-3MD- 060-06,Malla craneal 3D 0.6T 60x100D,Stock,0,
,,Malla craneal 3D 0.6T 100x120D,Stock,0,
,NL-3MD-060-03,Malla craneal 3D bajo perfil 0.3T 60x60,Stock,0,
,NL-3MD-100-03,Malla craneal 3D bajo perfil 0.3T 100x100,Stock,0,
,,Malla temporal,Stock,0,
,16-ME-001,Malla craneal 20x20mm,Stock,0,
,,Malla craneal 30x40mm,Stock,0,
,,Malla craneal 60x40mm,Stock,0,
,,Tornillo en titanio 1.6,Stock,0,
,16-NF-003,Tornillo en titanio 1.6x3mm,Stock,0,
,16-NF-004,Tornillo en titanio 1.6x4mm,Stock,0,
,16-NF-005,Tornillo en titanio 1.6x5mm,Stock,0,
,,Tornillo de bajo perfil en titanio 1.4,Stock,0,
,14-NL-003,Tornillo de bajo perfil en titanio 1.4x3mm,Stock,0,
,14-NL-004,Tornillo de bajo perfil en titanio 1.4x4mm,Stock,4,
,14-NL-005,Tornillo de bajo perfil en titanio 1.4x5mm,Stock,1,
,19-NF-004-E,Tornillo de emergencia en titanio 1.9x4mm,Stock,1,
,16-NL-004E,Tornillo de bajo perfil de emergencia en titanio 1.6x4mm,Stock,1,
,,Membrana de Teflón,Stock,1,
,PM1224A,Membrana RT de teflón reforzada en titanio 12mmx24mm ,Stock,1,
,PM1318A,Membrana RT de teflón reforzada en titanio 13mmx18mm,Stock,1,
,PM1319A,Membrana RT de teflón reforzada en titanio 13mmx19mm,Stock,1,
,PM1424A,Membrana RT de teflón reforzada en titanio 14mmx24mm,Stock,1,
,PM1725A,Membrana RT de teflón reforzada en titanio 17mmx25mm,Stock,1,
,PM2025A,Membrana RT de teflón reforzada en titanio 20mmx25mm,Stock,1,
,PMB2025,Membrana RT de teflón reforzada en titanio 20mmx25mm,Stock,1,
,PMB2028,Membrana RT de teflón reforzada en titanio 20mmx28.4mm,Stock,1,
,PMB2021,Membrana RT de teflón reforzada en titanio 20.71mmx19.8mm,Stock,1,
,PM2530A,Membrana RT de teflón reforzada en titanio 25mmx30mm,Stock,1,
,PM2536A,Membrana RT de teflón reforzada en titanio 25mmx36mm,Stock,1,
,PMB2325,Membrana RT de teflón reforzada en titanio 25.16mmx23.56mm,Stock,2,
,PMB2127,Membrana RT de teflón reforzada en titanio 27mmx21.44mm,Stock,2,
,PMB2029,Membrana RT de teflón reforzada en titanio 29mmx19.82mm,Stock,3,
,PMB2530,Membrana RT de teflón reforzada en titanio 30mmx24.9mm,Stock,0,
,PMB2830,Membrana RT de teflón reforzada en titanio 30mmx28.4mm,Stock,0,
,PM3040A,Membrana RT de teflón reforzada en titanio 30mmx40mm,Stock,1,
,PM3040SA,Membrana RT de teflón reforzada en titanio 30mmx40mm,Stock,0,
,PM3041A,Membrana RT de teflón reforzada en titanio 30mmx41mm,Stock,0,
,PN2029,Membrana T de teflón 29mmx19.82mm,Stock,0,
,PN2025,Membrana T de teflón 20mmx25mm,Stock,2,
,PN2530,Membrana T de teflón 25mmx30mm,Stock,1,
,PN3040,Membrana T de teflón 30mmx40mm,Stock,2,
,12-ME-001-01,Membrana MESH,Stock,1,
,12-ME-002-01,Membrana MESH,Stock,2,
,CD-261806,Membrana-Tape reabsorbible,Stock,1,
,980.S,Membrana Biológica de origem bovina - GenDerm,Stock,1,
,,Implantes 3.5,Stock,0,
,NT2 3507T,Implante Nt 3.5x7,Stock,1,
,NT2 35085T,Implante Nt 3.5x8.5,Stock,14,
,NT2 3510T,Implante Nt 3.5x10,Stock,0,
,NT2 3513T,Implante Nt 3.5x13,Stock,8,
,GT2 3507MT,Implante Gt 3.5x7,Stock,0,
,GT2 35085MT,Implante Gt 3.5x8.5,Stock,0,
,GT2 3510MT,Implante Gt 3.5x10,Stock,0,
,GT2 3513MT,Implante Gt 3.5x13,Stock,5,
,,Implantes 4.0,Stock,4,
,NT2 4007T,Implante Nt 4.0x7,Stock,3,
,NT2 40085T,Implante Nt 4.0x8.5,Stock,0,
,NT2 4010T,Implante Nt 4.0x10,Stock,10,
,NT2 4013T,Implante Nt 4.0x13,Stock,200,
,GT2 4007MT,Implante Gt 4.0x7,Stock,0,
,GT2 40085MT,Implante Gt 4.0x8.5,Stock,0,
,GT2 4010MT,Implante Gt 4.0x10,Stock,0,
,GT2 4013MT,Implante Gt 4.0x13,Stock,0,
,,Implantes 4.5,Stock,0,
,NT2 4507T,Implante Nt 4.5x7,Stock,0,
,NT2 45085T,Implante Nt 4.5x8.5,Stock,0,
,NT2 4510T,Implante Nt 4.5x10,Stock,0,
,NT2 4513T,Implante Nt 4.5x13,Stock,2,
,GT2 4507MT,Implante Gt 4.5x7,Stock,0,
,GT2 45085MT,Implante Gt 4.5x8.5,Stock,2,
,GT2 4510MT,Implante Gt 4.5x10,Stock,0,
,GT2 4513MT,Implante Gt 4.5x13,Stock,2,
,,Aditamentos 3.5,Stock,7,
,,Pilar recto ,Stock,0,
,MSA 4014,Pilar recto D4.0xGH1xH4,Stock,0,
,SSA 40055,Pilar recto D4.0xGH1xH5.5,Stock,0,
,SSA 401070,Pilar recto D4.0xGH1xH7,Stock,11,
,MSA 4024,Pilar recto D4.0xGH2xH4,Stock,0,
,MSA 4025,Pilar recto D4.0xGH2xH5.5,Stock,0,
,MSA 4027,Pilar recto D4.0xGH2xH7,Stock,1,
,MSA 4034,Pilar recto D4.0xGH3xH4,Stock,0,
,MSA 4035,Pilar recto D4.0xGH3xH5.5,Stock,0,
,MSA 4037,Pilar recto D4.0xGH3xH7,Stock,0,
,SSA 404040,Pilar recto D4.0xGH4xH4,Stock,0,
,SSA 404055,Pilar recto D4.0xGH4xH5.5,Stock,9,
,MSA 4047,Pilar recto D4.0xGH4xH7,Stock,0,
,MSA 4054,Pilar recto D4.0xGH5xH4,Stock,0,
