Codigo,,Descripcion de productos,Ubicación,Cantidad,
101.32,135504744,Clavo bloqueado de Fémur experto en titanio 11x44 der.,AP/BAN-CF-7,1,
102.01,135400036,Tornillo de bloqueo en titanio 4.9x36mm,AP/BAN-CF-7,2,
102.02,135400038,Tornillo de bloqueo en titanio 4.9x38mm,AP/BAN-CF-7,2,
102.03,135400040,Tornillo de bloqueo en titanio 4.9x40mm,AP/BAN-CF-7,2,
102.04,135400042,Tornillo de bloqueo en titanio 4.9x42mm,AP/BAN-CF-7,2,
102.05,135400044,Tornillo de bloqueo en titanio 4.9x44mm,AP/BAN-CF-7,2,
102.06,135400046,Tornillo de bloqueo en titanio 4.9x46mm,AP/BAN-CF-7,2,
102.07,135400048,Tornillo de bloqueo en titanio 4.9x48mm,AP/BAN-CF-7,2,
102.08,135400050,Tornillo de bloqueo en titanio 4.9x50mm,AP/BAN-CF-7,2,
102.09,135400052,Tornillo de bloqueo en titanio 4.9x52mm,AP/BAN-CF-7,2,
102.1,135400056,Tornillo de bloqueo en titanio 4.9x56mm,AP/BAN-CF-7,2,
102.11,135400060,Tornillo de bloqueo en titanio 4.9x60mm,AP/BAN-CF-7,2,
102.12,135400064,Tornillo de bloqueo en titanio 4.9x64mm,AP/BAN-CF-7,2,
102.13,135400068,Tornillo de bloqueo en titanio 4.9x68mm,AP/BAN-CF-7,2,
102.14,135400070,Tornillo de bloqueo en titanio 4.9x70mm,AP/BAN-CF-7,2,
102.15,135400072,Tornillo de bloqueo en titanio 4.9x72mm,AP/BAN-CF-7,2,
102.16,135400076,Tornillo de bloqueo en titanio 4.9x76mm,AP/BAN-CF-7,2,
102.17,135400080,Tornillo de bloqueo en titanio 4.9x80mm,AP/BAN-CF-7,2,
101.06,135503636,Clavo bloqueado de Fémur experto en titanio 10x36 izq.,AP/BAN-CF-8,1,
101.07,135503638,Clavo bloqueado de Fémur experto en titanio 10x38 izq.,AP/BAN-CF-8,1,
101.08,135503640,Clavo bloqueado de Fémur experto en titanio 10x40 izq.,AP/BAN-CF-8,1,
101.09,135503642,Clavo bloqueado de Fémur experto en titanio 10x42 izq.,AP/BAN-CF-8,1,
101.1,135503644,Clavo bloqueado de Fémur experto en titanio 10x44 izq.,AP/BAN-CF-8,1,
101.11,135503738,Clavo bloqueado de Fémur experto en titanio 11x38 izq.,AP/BAN-CF-8,1,
101.12,135503740,Clavo bloqueado de Fémur experto en titanio 11x40 izq.,AP/BAN-CF-8,1,
101.13,135503742,Clavo bloqueado de Fémur experto en titanio 11x42 izq.,AP/BAN-CF-8,1,
101.14,135503744,Clavo bloqueado de Fémur experto en titanio 11x44 izq.,AP/BAN-CF-8,1,
101.15,135503836,Clavo bloqueado de Fémur experto en titanio 12x36 izq.,AP/BAN-CF-8,1,
101.16,135503838,Clavo bloqueado de Fémur experto en titanio 12x38 izq.,AP/BAN-CF-8,1,
101.17,135503840,Clavo bloqueado de Fémur experto en titanio 12x40 izq.,AP/BAN-CF-8,1,
101.18,135503842,Clavo bloqueado de Fémur experto en titanio 12x42 izq.,AP/BAN-CF-8,1,
101.24,135504636,Clavo bloqueado de Fémur experto en titanio 10x36 der.,AP/BAN-CF-8,1,
101.25,135504638,Clavo bloqueado de Fémur experto en titanio 10x38 der.,AP/BAN-CF-8,1,
101.26,135504640,Clavo bloqueado de Fémur experto en titanio 10x40 der.,AP/BAN-CF-8,1,
101.27,135504642,Clavo bloqueado de Fémur experto en titanio 10x42 der.,AP/BAN-CF-8,1,
101.28,135504644,Clavo bloqueado de Fémur experto en titanio 10x44 der.,AP/BAN-CF-8,1,
,,Clavo bloqueado de Fémur experto en titanio 11x36 der.,AP/BAN-CF-8,1,
101.29,135504738,Clavo bloqueado de Fémur experto en titanio 11x38 der.,AP/BAN-CF-8,1,
101.3,135504740,Clavo bloqueado de Fémur experto en titanio 11x40 der.,AP/BAN-CF-8,1,
101.31,135504742,Clavo bloqueado de Fémur experto en titanio 11x42 der.,AP/BAN-CF-8,1,
101.32,135504744,Clavo bloqueado de Fémur experto en titanio 11x44 der.,AP/BAN-CF-8,1,
101.33,135504836,Clavo bloqueado de Fémur experto en titanio 12x36 der.,AP/BAN-CF-8,1,
101.34,135504838,Clavo bloqueado de Fémur experto en titanio 12x38 der.,AP/BAN-CF-8,1,
101.35,135504840,Clavo bloqueado de Fémur experto en titanio 12x40 der.,AP/BAN-CF-8,1,
101.36,135504842,Clavo bloqueado de Fémur experto en titanio 12x42 der.,AP/BAN-CF-8,1,
102.01,135400036,Tornillo de bloqueo en titanio 4.9x36mm,AP/BAN-CF-8,2,
102.02,135400038,Tornillo de bloqueo en titanio 4.9x38mm,AP/BAN-CF-8,2,
102.03,135400040,Tornillo de bloqueo en titanio 4.9x40mm,AP/BAN-CF-8,2,
102.04,135400042,Tornillo de bloqueo en titanio 4.9x42mm,AP/BAN-CF-8,2,
102.05,135400044,Tornillo de bloqueo en titanio 4.9x44mm,AP/BAN-CF-8,2,
102.06,135400046,Tornillo de bloqueo en titanio 4.9x46mm,AP/BAN-CF-8,2,
102.07,135400048,Tornillo de bloqueo en titanio 4.9x48mm,AP/BAN-CF-8,2,
102.08,135400050,Tornillo de bloqueo en titanio 4.9x50mm,AP/BAN-CF-8,2,
102.09,135400052,Tornillo de bloqueo en titanio 4.9x52mm,AP/BAN-CF-8,2,
102.1,135400056,Tornillo de bloqueo en titanio 4.9x56mm,AP/BAN-CF-8,2,
102.11,135400060,Tornillo de bloqueo en titanio 4.9x60mm,AP/BAN-CF-8,2,
102.12,135400064,Tornillo de bloqueo en titanio 4.9x64mm,AP/BAN-CF-8,2,
102.13,135400068,Tornillo de bloqueo en titanio 4.9x68mm,AP/BAN-CF-8,2,
102.14,135400070,Tornillo de bloqueo en titanio 4.9x70mm,AP/BAN-CF-8,2,
102.15,135400072,Tornillo de bloqueo en titanio 4.9x72mm,AP/BAN-CF-8,2,
102.16,135400076,Tornillo de bloqueo en titanio 4.9x76mm,AP/BAN-CF-8,2,
102.17,135400080,Tornillo de bloqueo en titanio 4.9x80mm,AP/BAN-CF-8,2,
101.06,135503636,Clavo bloqueado de Fémur experto en titanio 10x36 izq.,AP/BAN-CF-9,1,
101.07,135503638,Clavo bloqueado de Fémur experto en titanio 10x38 izq.,AP/BAN-CF-9,1,
101.08,135503640,Clavo bloqueado de Fémur experto en titanio 10x40 izq.,AP/BAN-CF-9,1,
101.09,135503642,Clavo bloqueado de Fémur experto en titanio 10x42 izq.,AP/BAN-CF-9,1,
101.1,135503644,Clavo bloqueado de Fémur experto en titanio 10x44 izq.,AP/BAN-CF-9,1,
101.11,135503738,Clavo bloqueado de Fémur experto en titanio 11x38 izq.,AP/BAN-CF-9,1,
101.12,135503740,Clavo bloqueado de Fémur experto en titanio 11x40 izq.,AP/BAN-CF-9,1,
101.13,135503742,Clavo bloqueado de Fémur experto en titanio 11x42 izq.,AP/BAN-CF-9,1,
101.14,135503744,Clavo bloqueado de Fémur experto en titanio 11x44 izq.,AP/BAN-CF-9,1,
101.15,135503836,Clavo bloqueado de Fémur experto en titanio 12x36 izq.,AP/BAN-CF-9,1,
101.16,135503838,Clavo bloqueado de Fémur experto en titanio 12x38 izq.,AP/BAN-CF-9,1,
101.17,135503840,Clavo bloqueado de Fémur experto en titanio 12x40 izq.,AP/BAN-CF-9,1,
101.18,135503842,Clavo bloqueado de Fémur experto en titanio 12x42 izq.,AP/BAN-CF-9,1,
101.24,135504636,Clavo bloqueado de Fémur experto en titanio 10x36 der.,AP/BAN-CF-9,1,
101.25,135504638,Clavo bloqueado de Fémur experto en titanio 10x38 der.,AP/BAN-CF-9,1,
101.26,135504640,Clavo bloqueado de Fémur experto en titanio 10x40 der.,AP/BAN-CF-9,1,
101.27,135504642,Clavo bloqueado de Fémur experto en titanio 10x42 der.,AP/BAN-CF-9,1,
101.28,135504644,Clavo bloqueado de Fémur experto en titanio 10x44 der.,AP/BAN-CF-9,1,
,,Clavo bloqueado de Fémur experto en titanio 11x36 der.,AP/BAN-CF-9,1,
101.29,135504738,Clavo bloqueado de Fémur experto en titanio 11x38 der.,AP/BAN-CF-9,1,
101.3,135504740,Clavo bloqueado de Fémur experto en titanio 11x40 der.,AP/BAN-CF-9,1,
101.31,135504742,Clavo bloqueado de Fémur experto en titanio 11x42 der.,AP/BAN-CF-9,1,
101.32,135504744,Clavo bloqueado de Fémur experto en titanio 11x44 der.,AP/BAN-CF-9,1,
101.33,135504836,Clavo bloqueado de Fémur experto en titanio 12x36 der.,AP/BAN-CF-9,1,
101.34,135504838,Clavo bloqueado de Fémur experto en titanio 12x38 der.,AP/BAN-CF-9,1,
101.35,135504840,Clavo bloqueado de Fémur experto en titanio 12x40 der.,AP/BAN-CF-9,1,
101.36,135504842,Clavo bloqueado de Fémur experto en titanio 12x42 der.,AP/BAN-CF-9,1,
102.01,135400036,Tornillo de bloqueo en titanio 4.9x36mm,AP/BAN-CF-9,2,
102.02,135400038,Tornillo de bloqueo en titanio 4.9x38mm,AP/BAN-CF-9,2,
102.03,135400040,Tornillo de bloqueo en titanio 4.9x40mm,AP/BAN-CF-9,2,
102.04,135400042,Tornillo de bloqueo en titanio 4.9x42mm,AP/BAN-CF-9,2,
102.05,135400044,Tornillo de bloqueo en titanio 4.9x44mm,AP/BAN-CF-9,2,
102.06,135400046,Tornillo de bloqueo en titanio 4.9x46mm,AP/BAN-CF-9,2,
102.07,135400048,Tornillo de bloqueo en titanio 4.9x48mm,AP/BAN-CF-9,2,
102.08,135400050,Tornillo de bloqueo en titanio 4.9x50mm,AP/BAN-CF-9,2,
102.09,135400052,Tornillo de bloqueo en titanio 4.9x52mm,AP/BAN-CF-9,2,
102.1,135400056,Tornillo de bloqueo en titanio 4.9x56mm,AP/BAN-CF-9,2,
102.11,135400060,Tornillo de bloqueo en titanio 4.9x60mm,AP/BAN-CF-9,2,
102.12,135400064,Tornillo de bloqueo en titanio 4.9x64mm,AP/BAN-CF-9,2,
102.13,135400068,Tornillo de bloqueo en titanio 4.9x68mm,AP/BAN-CF-9,2,
102.14,135400070,Tornillo de bloqueo en titanio 4.9x70mm,AP/BAN-CF-9,2,
102.15,135400072,Tornillo de bloqueo en titanio 4.9x72mm,AP/BAN-CF-9,2,
102.16,135400076,Tornillo de bloqueo en titanio 4.9x76mm,AP/BAN-CF-9,2,
102.17,135400080,Tornillo de bloqueo en titanio 4.9x80mm,AP/BAN-CF-9,2,
101.03,135503534,Clavo bloqueado de Fémur experto en titanio 9x34 izq.,AP/BAN-CF-10,1,
101.04,135503536,Clavo bloqueado de Fémur experto en titanio 9x36 izq.,AP/BAN-CF-10,1,
101.05,135503538,Clavo bloqueado de Fémur experto en titanio 9x38 izq.,AP/BAN-CF-10,1,
101.06,135503636,Clavo bloqueado de Fémur experto en titanio 10x36 izq.,AP/BAN-CF-10,1,
101.07,135503638,Clavo bloqueado de Fémur experto en titanio 10x38 izq.,AP/BAN-CF-10,1,
101.08,135503640,Clavo bloqueado de Fémur experto en titanio 10x40 izq.,AP/BAN-CF-10,1,
101.09,135503642,Clavo bloqueado de Fémur experto en titanio 10x42 izq.,AP/BAN-CF-10,1,
101.11,135503738,Clavo bloqueado de Fémur experto en titanio 11x38 izq.,AP/BAN-CF-10,1,
101.12,135503740,Clavo bloqueado de Fémur experto en titanio 11x40 izq.,AP/BAN-CF-10,1,
101.13,135503742,Clavo bloqueado de Fémur experto en titanio 11x42 izq.,AP/BAN-CF-10,1,
101.15,135503836,Clavo bloqueado de Fémur experto en titanio 12x36 izq.,AP/BAN-CF-10,1,
101.16,135503838,Clavo bloqueado de Fémur experto en titanio 12x38 izq.,AP/BAN-CF-10,1,
101.17,135503840,Clavo bloqueado de Fémur experto en titanio 12x40 izq.,AP/BAN-CF-10,1,
101.18,135503842,Clavo bloqueado de Fémur experto en titanio 12x42 izq.,AP/BAN-CF-10,1,
101.21,135504534,Clavo bloqueado de Fémur experto en titanio 9x34 der.,AP/BAN-CF-10,1,
101.22,135504536,Clavo bloqueado de Fémur experto en titanio 9x36 der.,AP/BAN-CF-10,1,
101.23,135504538,Clavo bloqueado de Fémur experto en titanio 9x38 der.,AP/BAN-CF-10,1,
101.24,135504636,Clavo bloqueado de Fémur experto en titanio 10x36 der.,AP/BAN-CF-10,1,
101.25,135504638,Clavo bloqueado de Fémur experto en titanio 10x38 der.,AP/BAN-CF-10,1,
101.26,135504640,Clavo bloqueado de Fémur experto en titanio 10x40 der.,AP/BAN-CF-10,1,
101.27,135504642,Clavo bloqueado de Fémur experto en titanio 10x42 der.,AP/BAN-CF-10,1,
101.29,135504738,Clavo bloqueado de Fémur experto en titanio 11x38 der.,AP/BAN-CF-10,1,
101.3,135504740,Clavo bloqueado de Fémur experto en titanio 11x40 der.,AP/BAN-CF-10,1,
101.31,135504742,Clavo bloqueado de Fémur experto en titanio 11x42 der.,AP/BAN-CF-10,1,
101.33,135504836,Clavo bloqueado de Fémur experto en titanio 12x36 der.,AP/BAN-CF-10,1,
101.34,135504838,Clavo bloqueado de Fémur experto en titanio 12x38 der.,AP/BAN-CF-10,1,
101.35,135504840,Clavo bloqueado de Fémur experto en titanio 12x40 der.,AP/BAN-CF-10,1,
101.36,135504842,Clavo bloqueado de Fémur experto en titanio 12x42 der.,AP/BAN-CF-10,1,
102.01,135400036,Tornillo de bloqueo en titanio 4.9x36mm,AP/BAN-CF-10,3,
102.02,135400038,Tornillo de bloqueo en titanio 4.9x38mm,AP/BAN-CF-10,3,
102.03,135400040,Tornillo de bloqueo en titanio 4.9x40mm,AP/BAN-CF-10,3,
102.04,135400042,Tornillo de bloqueo en titanio 4.9x42mm,AP/BAN-CF-10,3,
102.05,135400044,Tornillo de bloqueo en titanio 4.9x44mm,AP/BAN-CF-10,3,
102.06,135400046,Tornillo de bloqueo en titanio 4.9x46mm,AP/BAN-CF-10,3,
102.07,135400048,Tornillo de bloqueo en titanio 4.9x48mm,AP/BAN-CF-10,3,
102.08,135400050,Tornillo de bloqueo en titanio 4.9x50mm,AP/BAN-CF-10,3,
102.09,135400052,Tornillo de bloqueo en titanio 4.9x52mm,AP/BAN-CF-10,3,
102.1,135400056,Tornillo de bloqueo en titanio 4.9x56mm,AP/BAN-CF-10,3,
102.11,135400060,Tornillo de bloqueo en titanio 4.9x60mm,AP/BAN-CF-10,3,
102.12,135400064,Tornillo de bloqueo en titanio 4.9x64mm,AP/BAN-CF-10,3,
102.13,135400068,Tornillo de bloqueo en titanio 4.9x68mm,AP/BAN-CF-10,3,
102.14,135400070,Tornillo de bloqueo en titanio 4.9x70mm,AP/BAN-CF-10,3,
102.15,135400072,Tornillo de bloqueo en titanio 4.9x72mm,AP/BAN-CF-10,3,
102.16,135400076,Tornillo de bloqueo en titanio 4.9x76mm,AP/BAN-CF-10,3,
102.17,135400080,Tornillo de bloqueo en titanio 4.9x80mm,AP/BAN-CF-10,3,
103.01,135716528,Clavo bloqueado de Tibia experto en titanio 9x28.5,AP/BAN-CT-1,1,
103.02,135716530,Clavo bloqueado de Tibia experto en titanio 9x30,AP/BAN-CT-1,1,
103.03,135716531,Clavo bloqueado de Tibia experto en titanio 9x31.5,AP/BAN-CT-1,1,
103.04,135716533,Clavo bloqueado de Tibia experto en titanio 9x33,AP/BAN-CT-1,1,
103.05,135716534,Clavo bloqueado de Tibia experto en titanio 9x34.5,AP/BAN-CT-1,1,
103.06,135716630,Clavo bloqueado de Tibia experto en titanio 10x30,AP/BAN-CT-1,1,
103.07,135716631,Clavo bloqueado de Tibia experto en titanio 10x31.5,AP/BAN-CT-1,1,
103.08,135716633,Clavo bloqueado de Tibia experto en titanio 10x33,AP/BAN-CT-1,1,
103.09,135716634,Clavo bloqueado de Tibia experto en titanio 10x34.5,AP/BAN-CT-1,1,
103.1,135716636,Clavo bloqueado de Tibia experto en titanio 10x36,AP/BAN-CT-1,1,
103.11,135716731,Clavo bloqueado de Tibia experto en titanio 11x31.5,AP/BAN-CT-1,1,
103.12,135716733,Clavo bloqueado de Tibia experto en titanio 11x33,AP/BAN-CT-1,1,
103.13,135716734,Clavo bloqueado de Tibia experto en titanio 11x34.5,AP/BAN-CT-1,1,
103.14,135716736,Clavo bloqueado de Tibia experto en titanio 11x36,AP/BAN-CT-1,1,
103.15,135716737,Clavo bloqueado de Tibia experto en titanio 11x37.5,AP/BAN-CT-1,1,
104.01,135700028,Tornillo de bloqueo en titanio 3.9x28mm,AP/BAN-CT-1,3,
104.02,135700030,Tornillo de bloqueo en titanio 3.9x30mm,AP/BAN-CT-1,3,
104.03,135700032,Tornillo de bloqueo en titanio 3.9x32mm,AP/BAN-CT-1,3,
104.04,135700034,Tornillo de bloqueo en titanio 3.9x34mm,AP/BAN-CT-1,2,
104.06,135700038,Tornillo de bloqueo en titanio 3.9x38mm,AP/BAN-CT-1,3,
104.07,135700040,Tornillo de bloqueo en titanio 3.9x40mm,AP/BAN-CT-1,3,
104.08,135700042,Tornillo de bloqueo en titanio 3.9x42mm,AP/BAN-CT-1,3,
104.09,135700044,Tornillo de bloqueo en titanio 3.9x44mm,AP/BAN-CT-1,3,
,,Tornillo de bloqueo en titanio 3.9x60mm,AP/BAN-CT-1,1,
103.01,135716528,Clavo bloqueado de Tibia experto en titanio 9x28.5,AP/BAN-CT-2,1,
103.02,135716530,Clavo bloqueado de Tibia experto en titanio 9x30,AP/BAN-CT-2,1,
103.03,135716531,Clavo bloqueado de Tibia experto en titanio 9x31.5,AP/BAN-CT-2,1,
103.04,135716533,Clavo bloqueado de Tibia experto en titanio 9x33,AP/BAN-CT-2,1,
103.05,135716534,Clavo bloqueado de Tibia experto en titanio 9x34.5,AP/BAN-CT-2,1,
103.06,135716630,Clavo bloqueado de Tibia experto en titanio 10x30,AP/BAN-CT-2,1,
103.07,135716631,Clavo bloqueado de Tibia experto en titanio 10x31.5,AP/BAN-CT-2,1,
103.08,135716633,Clavo bloqueado de Tibia experto en titanio 10x33,AP/BAN-CT-2,1,
103.09,135716634,Clavo bloqueado de Tibia experto en titanio 10x34.5,AP/BAN-CT-2,1,
103.1,135716636,Clavo bloqueado de Tibia experto en titanio 10x36,AP/BAN-CT-2,1,
103.11,135716731,Clavo bloqueado de Tibia experto en titanio 11x31.5,AP/BAN-CT-2,1,
103.12,135716733,Clavo bloqueado de Tibia experto en titanio 11x33,AP/BAN-CT-2,1,
103.13,135716734,Clavo bloqueado de Tibia experto en titanio 11x34.5,AP/BAN-CT-2,1,
103.14,135716736,Clavo bloqueado de Tibia experto en titanio 11x36,AP/BAN-CT-2,1,
103.15,135716737,Clavo bloqueado de Tibia experto en titanio 11x37.5,AP/BAN-CT-2,1,
104.01,135700028,Tornillo de bloqueo en titanio 3.9x28mm,AP/BAN-CT-2,3,
104.02,135700030,Tornillo de bloqueo en titanio 3.9x30mm,AP/BAN-CT-2,3,
104.03,135700032,Tornillo de bloqueo en titanio 3.9x32mm,AP/BAN-CT-2,3,
104.04,135700034,Tornillo de bloqueo en titanio 3.9x34mm,AP/BAN-CT-2,1,
104.06,135700038,Tornillo de bloqueo en titanio 3.9x38mm,AP/BAN-CT-2,3,
104.07,135700040,Tornillo de bloqueo en titanio 3.9x40mm,AP/BAN-CT-2,3,
104.08,135700042,Tornillo de bloqueo en titanio 3.9x42mm,AP/BAN-CT-2,3,
104.09,135700044,Tornillo de bloqueo en titanio 3.9x44mm,AP/BAN-CT-2,3,
103.01,135716528,Clavo bloqueado de Tibia experto en titanio 9x28.5,AP/BAN-CT-3,1,
103.02,135716530,Clavo bloqueado de Tibia experto en titanio 9x30,AP/BAN-CT-3,1,
103.03,135716531,Clavo bloqueado de Tibia experto en titanio 9x31.5,AP/BAN-CT-3,1,
103.04,135716533,Clavo bloqueado de Tibia experto en titanio 9x33,AP/BAN-CT-3,1,
103.05,135716534,Clavo bloqueado de Tibia experto en titanio 9x34.5,AP/BAN-CT-3,1,
103.06,135716630,Clavo bloqueado de Tibia experto en titanio 10x30,AP/BAN-CT-3,1,
103.07,135716631,Clavo bloqueado de Tibia experto en titanio 10x31.5,AP/BAN-CT-3,1,
103.08,135716633,Clavo bloqueado de Tibia experto en titanio 10x33,AP/BAN-CT-3,1,
103.09,135716634,Clavo bloqueado de Tibia experto en titanio 10x34.5,AP/BAN-CT-3,1,
103.1,135716636,Clavo bloqueado de Tibia experto en titanio 10x36,AP/BAN-CT-3,1,
103.11,135716731,Clavo bloqueado de Tibia experto en titanio 11x31.5,AP/BAN-CT-3,1,
103.12,135716733,Clavo bloqueado de Tibia experto en titanio 11x33,AP/BAN-CT-3,1,
103.13,135716734,Clavo bloqueado de Tibia experto en titanio 11x34.5,AP/BAN-CT-3,1,
103.14,135716736,Clavo bloqueado de Tibia experto en titanio 11x36,AP/BAN-CT-3,1,
103.15,135716737,Clavo bloqueado de Tibia experto en titanio 11x37.5,AP/BAN-CT-3,1,
104.01,135700028,Tornillo de bloqueo en titanio 3.9x28mm,AP/BAN-CT-3,3,
104.02,135700030,Tornillo de bloqueo en titanio 3.9x30mm,AP/BAN-CT-3,3,
104.03,135700032,Tornillo de bloqueo en titanio 3.9x32mm,AP/BAN-CT-3,3,
104.04,135700034,Tornillo de bloqueo en titanio 3.9x34mm,AP/BAN-CT-3,3,
104.05,135700036,Tornillo de bloqueo en titanio 3.9x36mm,AP/BAN-CT-3,2,
104.06,135700038,Tornillo de bloqueo en titanio 3.9x38mm,AP/BAN-CT-3,3,
104.07,135700040,Tornillo de bloqueo en titanio 3.9x40mm,AP/BAN-CT-3,3,
104.08,135700042,Tornillo de bloqueo en titanio 3.9x42mm,AP/BAN-CT-3,3,
104.09,135700044,Tornillo de bloqueo en titanio 3.9x44mm,AP/BAN-CT-3,3,
103.01,135716528,Clavo bloqueado de Tibia experto en titanio 9x28.5,AP/BAN-CT-4,1,
103.02,135716530,Clavo bloqueado de Tibia experto en titanio 9x30,AP/BAN-CT-4,1,
103.03,135716531,Clavo bloqueado de Tibia experto en titanio 9x31.5,AP/BAN-CT-4,1,
103.04,135716533,Clavo bloqueado de Tibia experto en titanio 9x33,AP/BAN-CT-4,1,
103.05,135716534,Clavo bloqueado de Tibia experto en titanio 9x34.5,AP/BAN-CT-4,1,
103.06,135716630,Clavo bloqueado de Tibia experto en titanio 10x30,AP/BAN-CT-4,1,
103.07,135716631,Clavo bloqueado de Tibia experto en titanio 10x31.5,AP/BAN-CT-4,1,
103.08,135716633,Clavo bloqueado de Tibia experto en titanio 10x33,AP/BAN-CT-4,1,
103.09,135716634,Clavo bloqueado de Tibia experto en titanio 10x34.5,AP/BAN-CT-4,1,
103.1,135716636,Clavo bloqueado de Tibia experto en titanio 10x36,AP/BAN-CT-4,1,
103.11,135716731,Clavo bloqueado de Tibia experto en titanio 11x31.5,AP/BAN-CT-4,1,
103.12,135716733,Clavo bloqueado de Tibia experto en titanio 11x33,AP/BAN-CT-4,1,
103.13,135716734,Clavo bloqueado de Tibia experto en titanio 11x34.5,AP/BAN-CT-4,1,
103.14,135716736,Clavo bloqueado de Tibia experto en titanio 11x36,AP/BAN-CT-4,1,
103.15,135716737,Clavo bloqueado de Tibia experto en titanio 11x37.5,AP/BAN-CT-4,1,
104.01,135700028,Tornillo de bloqueo en titanio 3.9x28mm,AP/BAN-CT-4,3,
104.02,135700030,Tornillo de bloqueo en titanio 3.9x30mm,AP/BAN-CT-4,3,
104.03,135700032,Tornillo de bloqueo en titanio 3.9x32mm,AP/BAN-CT-4,3,
104.04,135700034,Tornillo de bloqueo en titanio 3.9x34mm,AP/BAN-CT-4,2,
104.05,135700036,Tornillo de bloqueo en titanio 3.9x36mm,AP/BAN-CT-4,2,
104.06,135700038,Tornillo de bloqueo en titanio 3.9x38mm,AP/BAN-CT-4,3,
104.07,135700040,Tornillo de bloqueo en titanio 3.9x40mm,AP/BAN-CT-4,3,
104.08,135700042,Tornillo de bloqueo en titanio 3.9x42mm,AP/BAN-CT-4,3,
104.09,135700044,Tornillo de bloqueo en titanio 3.9x44mm,AP/BAN-CT-4,3,
103.01,135716528,Clavo bloqueado de Tibia experto en titanio 9x28.5,AP/BAN-CT-5,1,
103.02,135716530,Clavo bloqueado de Tibia experto en titanio 9x30,AP/BAN-CT-5,1,
103.03,135716531,Clavo bloqueado de Tibia experto en titanio 9x31.5,AP/BAN-CT-5,1,
103.04,135716533,Clavo bloqueado de Tibia experto en titanio 9x33,AP/BAN-CT-5,1,
103.05,135716534,Clavo bloqueado de Tibia experto en titanio 9x34.5,AP/BAN-CT-5,1,
103.06,135716630,Clavo bloqueado de Tibia experto en titanio 10x30,AP/BAN-CT-5,1,
103.07,135716631,Clavo bloqueado de Tibia experto en titanio 10x31.5,AP/BAN-CT-5,1,
103.08,135716633,Clavo bloqueado de Tibia experto en titanio 10x33,AP/BAN-CT-5,1,
103.09,135716634,Clavo bloqueado de Tibia experto en titanio 10x34.5,AP/BAN-CT-5,1,
103.1,135716636,Clavo bloqueado de Tibia experto en titanio 10x36,AP/BAN-CT-5,1,
103.11,135716731,Clavo bloqueado de Tibia experto en titanio 11x31.5,AP/BAN-CT-5,1,
103.12,135716733,Clavo bloqueado de Tibia experto en titanio 11x33,AP/BAN-CT-5,1,
103.13,135716734,Clavo bloqueado de Tibia experto en titanio 11x34.5,AP/BAN-CT-5,1,
103.14,135716736,Clavo bloqueado de Tibia experto en titanio 11x36,AP/BAN-CT-5,1,
103.15,135716737,Clavo bloqueado de Tibia experto en titanio 11x37.5,AP/BAN-CT-5,1,
104.01,135700028,Tornillo de bloqueo en titanio 3.9x28mm,AP/BAN-CT-5,3,
104.02,135700030,Tornillo de bloqueo en titanio 3.9x30mm,AP/BAN-CT-5,3,
104.03,135700032,Tornillo de bloqueo en titanio 3.9x32mm,AP/BAN-CT-5,3,
104.04,135700034,Tornillo de bloqueo en titanio 3.9x34mm,AP/BAN-CT-5,1,
104.06,135700038,Tornillo de bloqueo en titanio 3.9x38mm,AP/BAN-CT-5,3,
104.07,135700040,Tornillo de bloqueo en titanio 3.9x40mm,AP/BAN-CT-5,3,
104.08,135700042,Tornillo de bloqueo en titanio 3.9x42mm,AP/BAN-CT-5,3,
104.09,135700044,Tornillo de bloqueo en titanio 3.9x44mm,AP/BAN-CT-5,3,
103.01,135716528,Clavo bloqueado de Tibia experto en titanio 9x28.5,AP/BAN-CT-6,1,
103.02,135716530,Clavo bloqueado de Tibia experto en titanio 9x30,AP/BAN-CT-6,1,
103.03,135716531,Clavo bloqueado de Tibia experto en titanio 9x31.5,AP/BAN-CT-6,1,
103.04,135716533,Clavo bloqueado de Tibia experto en titanio 9x33,AP/BAN-CT-6,1,
103.05,135716534,Clavo bloqueado de Tibia experto en titanio 9x34.5,AP/BAN-CT-6,1,
103.06,135716630,Clavo bloqueado de Tibia experto en titanio 10x30,AP/BAN-CT-6,1,
103.07,135716631,Clavo bloqueado de Tibia experto en titanio 10x31.5,AP/BAN-CT-6,1,
103.08,135716633,Clavo bloqueado de Tibia experto en titanio 10x33,AP/BAN-CT-6,1,
103.09,135716634,Clavo bloqueado de Tibia experto en titanio 10x34.5,AP/BAN-CT-6,1,
